CareerStage,IndustryCluster,CareerPath,JobTitle,JobSOCCode,EntryLevelWage,AverageWage,Skills,MatchScore
NOW,Logistics,Software Development,Junior Software Developer,15-1121,36804.0,65600.0,"['Data Entry', 'Forecasting Demand', 'Order Processing']",1
NOW,Finance,IT Support,Network Administrator,29-1141,36257.0,46350.0,"['Accounting Principles', 'Financial Reporting', 'Data Analysis', 'Investment Analysis']",0
NOW,Healthcare,IT Support,Financial Auditor,15-1256,30582.0,63902.0,"['Health Education', 'Diagnostic Skills', 'Problem Solving', 'Patient Care']",1
NOW,Information Technology,IT Support,Senior Software Developer,15-1132,37158.0,50148.0,"['Data Analysis', 'Software Development', 'Cloud Computing', 'Problem Solving']",1
NEXT,Logistics,Software Development,IT Support Specialist,17-2071,41311.0,79383.0,"['Forecasting Demand', 'Logistics Coordination', 'Inventory Management']",0
NOW,Engineering,Finance & Accounting,Registered Nurse,11-3071,30508.0,76322.0,"['Thermodynamics', 'Quality Control', 'Design Thinking', 'Structural Analysis', 'Mathematics', 'Automation']",0
NOW,Logistics,Automotive Engineering,Supply Chain Analyst,15-1256,39578.0,52523.0,"['Logistics Coordination', 'Supply Chain Optimization', 'Data Entry']",1
NEXT,Finance,Finance & Accounting,Mechanical Design Engineer,13-2051,44470.0,63765.0,"['Financial Forecasting', 'Tax Planning', 'Budgeting']",0
NOW,Logistics,Automotive Engineering,Logistics Planner,43-5081,30467.0,74357.0,"['Forecasting Demand', 'Attention to Detail', 'Data Entry', 'Inventory Management', 'Order Processing', 'Warehouse Operations']",1
NEXT,Engineering,Medical Services,Financial Auditor,15-1152,34829.0,75290.0,"['Civil Engineering', 'Analytical Skills', 'Electrical Systems']",0
NEXT,Information Technology,Finance & Accounting,Logistics Planner,11-3071,31833.0,53163.0,"['SQL', 'Machine Learning', 'Cloud Computing']",1
NOW,Logistics,Finance & Accounting,Junior Software Developer,17-2112,41654.0,49804.0,"['Data Entry', 'Supply Chain Optimization', 'Vendor Relations', 'Attention to Detail', 'Inventory Management']",1
NEXT,Healthcare,Software Development,Civil Project Engineer,15-1121,30609.0,66081.0,"['Attention to Detail', 'Clinical Procedures', 'Patient Care', 'Emergency Response', 'Patient Assessment']",0
NOW,Logistics,Supply Chain Management,Junior Software Developer,17-2051,30126.0,78813.0,"['Supply Chain Optimization', 'Logistics Coordination', 'Warehouse Operations']",0
NOW,Finance,Finance & Accounting,Registered Nurse,29-1141,39364.0,57105.0,"['Attention to Detail', 'Risk Management', 'Data Analysis', 'Financial Reporting', 'Compliance']",0
NEXT,Engineering,Software Development,Senior Software Developer,29-1141,40013.0,57281.0,"['Project Management', 'Quality Control', 'Structural Analysis', 'Mechanical Design']",0
NOW,Engineering,Software Development,Senior Software Developer,43-5081,42781.0,58417.0,"['Automation', 'Analytical Skills', 'Electrical Systems', 'Civil Engineering', 'Mechanical Design', 'Design Thinking']",0
NEXT,Finance,Software Development,Tax Consultant,15-1121,36176.0,76252.0,"['Risk Management', 'Accounting Principles', 'Financial Analysis', 'Budgeting', 'Investment Analysis', 'Financial Reporting']",0
NEXT,Engineering,Finance & Accounting,Mechanical Design Engineer,15-1152,37088.0,66151.0,"['Project Management', 'Electrical Systems', 'Quality Control', 'CAD Software', 'Mechanical Design', 'Design Thinking']",0
NEXT,Finance,IT Support,Electrical Systems Engineer,17-2141,38962.0,57087.0,"['Risk Management', 'Accounting Principles', 'Compliance', 'Financial Forecasting', 'Data Analysis', 'Tax Planning']",0
NEXT,Logistics,Software Development,Pharmacy Assistant,17-2141,35185.0,72642.0,"['Project Management', 'Logistics Coordination', 'Warehouse Operations', 'Inventory Management', 'Data Entry']",1
NEXT,Information Technology,Software Development,Network Administrator,13-2051,43159.0,47097.0,"['Java', 'Cloud Computing', 'Database Management']",1
NEXT,Logistics,IT Support,Clinical Laboratory Technician,15-1132,35767.0,67480.0,"['Warehouse Operations', 'Project Management', 'Attention to Detail', 'Freight Management', 'Order Processing']",0
NOW,Healthcare,Medical Services,Pharmacy Assistant,17-2071,40464.0,51052.0,"['Emergency Response', 'Medical Knowledge', 'Communication', 'Clinical Procedures', 'Patient Assessment', 'Patient Care']",0
NOW,Finance,Medical Services,Cybersecurity Analyst,17-2141,32447.0,65986.0,"['Tax Planning', 'Budgeting', 'Financial Reporting', 'Financial Forecasting']",0
NOW,Finance,Software Development,Tax Consultant,13-2051,41133.0,58168.0,"['Investment Analysis', 'Financial Forecasting', 'Financial Analysis', 'Financial Reporting', 'Data Analysis']",0
NOW,Healthcare,Supply Chain Management,Financial Auditor,13-2051,35522.0,66731.0,"['Health Education', 'Problem Solving', 'Patient Care', 'Patient Assessment', 'Clinical Procedures', 'Medical Knowledge']",1
NEXT,Information Technology,Software Development,Senior Software Developer,17-2141,42713.0,55349.0,"['Data Analysis', 'Technical Support', 'Database Management', 'Cloud Computing', 'SQL']",1
NOW,Logistics,Medical Services,Clinical Laboratory Technician,43-5081,38497.0,78897.0,"['Supply Chain Optimization', 'Attention to Detail', 'Vendor Relations', 'Logistics Coordination']",0
NEXT,Finance,Finance & Accounting,Network Administrator,29-1141,35772.0,57075.0,"['Investment Analysis', 'Budgeting', 'Attention to Detail', 'Financial Forecasting']",0
NOW,Engineering,IT Support,Tax Consultant,15-1256,34417.0,66959.0,"['Analytical Skills', 'Civil Engineering', 'Automation', 'Mathematics', 'Mechanical Design']",0
NOW,Healthcare,IT Support,Risk Compliance Officer,29-1141,44386.0,55666.0,"['Diagnostic Skills', 'Problem Solving', 'Health Education']",1
NEXT,Engineering,Medical Services,Risk Compliance Officer,15-1256,31401.0,70362.0,"['Electrical Systems', 'CAD Software', 'Design Thinking', 'Structural Analysis', 'Civil Engineering', 'Project Management']",0
NEXT,Engineering,Finance & Accounting,Tax Consultant,17-2051,40873.0,67527.0,"['CAD Software', 'Thermodynamics', 'Design Thinking', 'Mechanical Design', 'Quality Control', 'Electrical Systems']",0
NEXT,Logistics,IT Support,Cybersecurity Analyst,11-3071,43424.0,61779.0,"['Order Processing', 'Warehouse Operations', 'Attention to Detail']",0
NEXT,Engineering,Automotive Engineering,Risk Compliance Officer,15-1132,38283.0,65218.0,"['Mechanical Design', 'Electrical Systems', 'Design Thinking']",0
NEXT,Healthcare,Supply Chain Management,Logistics Planner,43-5081,42839.0,64116.0,"['Communication', 'Emergency Response', 'Diagnostic Skills', 'Medical Documentation']",0
NOW,Information Technology,Software Development,Registered Nurse,29-1141,35855.0,60908.0,"['Network Configuration', 'Python', 'Machine Learning', 'Database Management']",0
NOW,Healthcare,Finance & Accounting,Registered Nurse,15-1132,31089.0,69314.0,"['Communication', 'Health Education', 'Medical Knowledge', 'Problem Solving']",1
NOW,Logistics,Software Development,Supply Chain Analyst,15-1132,38688.0,69126.0,"['Freight Management', 'Data Entry', 'Inventory Management', 'Attention to Detail', 'Warehouse Operations']",1
NEXT,Logistics,Supply Chain Management,Mechanical Design Engineer,43-5081,37420.0,61851.0,"['Project Management', 'Order Processing', 'Forecasting Demand']",0
NEXT,Finance,Finance & Accounting,Electrical Systems Engineer,17-2141,30959.0,78266.0,"['Financial Analysis', 'Accounting Principles', 'Financial Reporting', 'Compliance', 'Data Analysis']",0
NEXT,Logistics,Software Development,Cybersecurity Analyst,17-2112,30299.0,51485.0,"['Logistics Coordination', 'Forecasting Demand', 'Freight Management']",0
NEXT,Information Technology,Supply Chain Management,Mechanical Design Engineer,17-2051,36732.0,68139.0,"['Cloud Computing', 'Software Development', 'Problem Solving']",1
NEXT,Information Technology,Finance & Accounting,Warehouse Operations Manager,15-1121,39338.0,77132.0,"['Machine Learning', 'Data Analysis', 'Technical Support', 'Network Configuration', 'Problem Solving', 'Database Management']",1
NOW,Healthcare,Finance & Accounting,Financial Auditor,11-3071,34909.0,75316.0,"['Attention to Detail', 'Patient Assessment', 'Medical Knowledge', 'Clinical Procedures', 'Health Education']",0
NEXT,Engineering,Finance & Accounting,Risk Compliance Officer,15-1132,40991.0,48091.0,"['Design Thinking', 'Mechanical Design', 'Civil Engineering', 'Project Management', 'Thermodynamics', 'Automation']",0
NOW,Engineering,Supply Chain Management,IT Support Specialist,11-3071,36566.0,61602.0,"['CAD Software', 'Thermodynamics', 'Mathematics']",0
NEXT,Information Technology,Supply Chain Management,Mechanical Design Engineer,17-2051,36443.0,60858.0,"['Java', 'Machine Learning', 'Database Management']",1
NOW,Engineering,IT Support,Clinical Laboratory Technician,11-3071,33274.0,45697.0,"['Mechanical Design', 'Thermodynamics', 'Quality Control', 'Automation', 'Project Management']",0
NOW,Engineering,Supply Chain Management,Civil Project Engineer,43-5081,34357.0,64421.0,"['Design Thinking', 'Thermodynamics', 'Electrical Systems']",0
NOW,Finance,Software Development,Network Administrator,17-2141,34711.0,63997.0,"['Data Analysis', 'Financial Forecasting', 'Tax Planning']",0
NEXT,Healthcare,Supply Chain Management,Clinical Laboratory Technician,15-1256,40526.0,49799.0,"['Communication', 'Diagnostic Skills', 'Medical Documentation', 'Clinical Procedures']",0
NOW,Finance,Supply Chain Management,Mechanical Design Engineer,29-1141,38046.0,58737.0,"['Data Analysis', 'Financial Forecasting', 'Compliance', 'Financial Analysis', 'Attention to Detail']",0
NOW,Engineering,Finance & Accounting,Tax Consultant,17-2112,40098.0,67530.0,"['Analytical Skills', 'CAD Software', 'Automation', 'Thermodynamics']",0
NOW,Information Technology,Finance & Accounting,Electrical Systems Engineer,43-5081,35657.0,50893.0,"['Java', 'SQL', 'Technical Support']",2
NOW,Engineering,IT Support,IT Support Specialist,17-2071,41043.0,79943.0,"['Project Management', 'Thermodynamics', 'Structural Analysis', 'Civil Engineering', 'Electrical Systems']",0
NOW,Information Technology,IT Support,Clinical Laboratory Technician,15-1256,35669.0,60570.0,"['Python', 'Technical Support', 'Machine Learning', 'SQL', 'Java', 'Database Management']",2
NOW,Information Technology,IT Support,Clinical Laboratory Technician,17-2071,36720.0,66707.0,"['Problem Solving', 'Python', 'Cloud Computing', 'Database Management', 'Data Analysis', 'SQL']",2
NEXT,Information Technology,Software Development,Logistics Planner,17-2071,35916.0,52713.0,"['Cloud Computing', 'Data Analysis', 'Java', 'Machine Learning', 'Network Configuration']",1
NOW,Logistics,Automotive Engineering,Logistics Planner,15-1152,33713.0,52310.0,"['Vendor Relations', 'Logistics Coordination', 'Forecasting Demand', 'Warehouse Operations', 'Freight Management', 'Inventory Management']",0
NOW,Finance,IT Support,Automotive Quality Engineer,13-2051,42070.0,52580.0,"['Budgeting', 'Attention to Detail', 'Financial Reporting', 'Data Analysis', 'Accounting Principles', 'Risk Management']",0
NOW,Healthcare,Medical Services,Junior Software Developer,17-2112,40705.0,58550.0,"['Patient Assessment', 'Diagnostic Skills', 'Attention to Detail', 'Medical Knowledge', 'Problem Solving']",1
NOW,Healthcare,Supply Chain Management,Logistics Planner,15-1121,43196.0,48902.0,"['Patient Care', 'Clinical Procedures', 'Problem Solving']",1
NOW,Logistics,Finance & Accounting,Supply Chain Analyst,17-2112,31331.0,79816.0,"['Forecasting Demand', 'Logistics Coordination', 'Project Management', 'Freight Management', 'Warehouse Operations', 'Vendor Relations']",0
NOW,Finance,Software Development,Electrical Systems Engineer,17-2141,37536.0,78267.0,"['Data Analysis', 'Compliance', 'Attention to Detail', 'Financial Forecasting', 'Accounting Principles', 'Investment Analysis']",0
NOW,Engineering,Medical Services,Supply Chain Analyst,15-1256,31410.0,53206.0,"['Mathematics', 'Analytical Skills', 'Quality Control', 'Thermodynamics']",0
NOW,Engineering,Automotive Engineering,Pharmacy Assistant,15-1132,33134.0,66732.0,"['Project Management', 'CAD Software', 'Quality Control', 'Mechanical Design', 'Automation', 'Thermodynamics']",0
NEXT,Logistics,IT Support,Registered Nurse,15-1121,33532.0,70589.0,"['Supply Chain Optimization', 'Attention to Detail', 'Forecasting Demand', 'Warehouse Operations', 'Inventory Management', 'Logistics Coordination']",0
NEXT,Healthcare,Supply Chain Management,Senior Software Developer,15-1121,30972.0,47237.0,"['Attention to Detail', 'Patient Assessment', 'Communication']",0
NEXT,Healthcare,Finance & Accounting,Logistics Planner,15-1132,37501.0,46617.0,"['Patient Assessment', 'Problem Solving', 'Diagnostic Skills', 'Communication']",1
NEXT,Information Technology,Automotive Engineering,Cybersecurity Analyst,17-2071,35801.0,76975.0,"['Python', 'Java', 'Data Analysis', 'Cloud Computing']",1
NEXT,Engineering,Medical Services,Clinical Laboratory Technician,17-2051,40550.0,66187.0,"['CAD Software', 'Automation', 'Civil Engineering', 'Mathematics']",0
NOW,Finance,Medical Services,IT Support Specialist,17-2112,44323.0,79721.0,"['Budgeting', 'Risk Management', 'Tax Planning']",0
NEXT,Information Technology,IT Support,Cybersecurity Analyst,17-2051,42985.0,55395.0,"['Problem Solving', 'Cloud Computing', 'SQL']",2
NOW,Engineering,Supply Chain Management,Pharmacy Assistant,29-1141,39243.0,48229.0,"['Structural Analysis', 'Analytical Skills', 'Quality Control', 'Thermodynamics']",0
NOW,Healthcare,Automotive Engineering,Registered Nurse,15-1152,34520.0,53367.0,"['Emergency Response', 'Medical Knowledge', 'Patient Assessment', 'Communication', 'Attention to Detail']",0
NEXT,Information Technology,IT Support,Cybersecurity Analyst,13-2051,41102.0,69670.0,"['Problem Solving', 'Cloud Computing', 'Software Development', 'Python', 'Java']",2
NEXT,Finance,Automotive Engineering,Warehouse Operations Manager,29-1141,42089.0,75979.0,"['Financial Analysis', 'Risk Management', 'Tax Planning', 'Data Analysis', 'Compliance', 'Attention to Detail']",0
NOW,Engineering,Supply Chain Management,Registered Nurse,13-2051,42911.0,75982.0,"['CAD Software', 'Structural Analysis', 'Thermodynamics']",0
NOW,Engineering,IT Support,Clinical Laboratory Technician,13-2051,39200.0,55607.0,"['Mechanical Design', 'Civil Engineering', 'Automation', 'Structural Analysis', 'Analytical Skills']",0
NEXT,Healthcare,Medical Services,Registered Nurse,17-2141,41845.0,57440.0,"['Health Education', 'Diagnostic Skills', 'Problem Solving']",1
NEXT,Healthcare,Medical Services,Junior Software Developer,15-1152,32960.0,60404.0,"['Communication', 'Medical Documentation', 'Medical Knowledge', 'Health Education']",0
NOW,Logistics,Supply Chain Management,Logistics Planner,15-1152,38211.0,58015.0,"['Freight Management', 'Inventory Management', 'Logistics Coordination', 'Attention to Detail', 'Warehouse Operations']",0
NOW,Information Technology,Medical Services,Mechanical Design Engineer,17-2112,34899.0,76782.0,"['Software Development', 'SQL', 'Cybersecurity', 'Network Configuration']",1
NOW,Finance,Medical Services,Pharmacy Assistant,43-5081,36303.0,63864.0,"['Financial Analysis', 'Financial Forecasting', 'Risk Management', 'Data Analysis']",0
NOW,Healthcare,Software Development,Mechanical Design Engineer,17-2051,35505.0,48936.0,"['Clinical Procedures', 'Patient Assessment', 'Problem Solving']",1
